#time,accel_x,accel_y,accel_z
46.294661,1493.121302,-2258.824534,-9169.296203
46.297045,1416.550979,1914.258080,-8939.585234
46.299429,2297.109696,2603.390989,-8575.876198
46.301814,1722.832272,2660.818731,-8958.727814
46.304198,1282.552914,-1990.828403,-9131.011042
46.306582,191.425808,-2450.250342,-9150.153622
46.308966,2105.683888,1225.125171,-9131.011042
46.311351,842.273555,1071.984525,-9341.579430
46.313735,1071.984525,-1818.545176,-9341.579430
46.316119,2297.109696,-133.998066,-8824.729749
46.318503,918.843878,2565.105827,-9245.866526
46.320888,669.990328,-1875.972918,-9379.864592
46.323272,1627.119368,-248.853550,-8575.876198
46.325656,1607.976787,1837.687757,-8882.157491
46.328116,-1225.125171,765.703232,-9360.722011
46.330577,746.560651,-516.849682,-9226.723946
46.333037,3139.383251,1856.830338,-8958.727814
46.335498,1493.121302,2239.681954,-8958.727814
46.337958,-1225.125171,-746.560651,-9322.436850
46.340418,3541.377448,765.703232,-8403.592971
46.342879,-1129.412267,-306.281293,-9379.864592
46.345339,574.277424,4019.941968,-9073.583299
46.347800,1952.543242,-1473.978722,-9150.153622
46.350260,1244.267752,2105.683888,-9016.155557
46.352721,574.277424,3732.803256,-9265.009107
46.355181,2584.248408,5149.354235,-8403.592971
46.357641,-842.273555,-2258.824534,-9743.573627
46.360102,1244.267752,-3579.662610,-8786.444587
46.362562,497.707101,976.271621,-9437.292334
46.365023,3139.383251,6163.911018,-8059.026517
46.367483,191.425808,803.988394,-9705.288466
46.369943,669.990328,-1933.400661,-8805.587168
46.372404,1741.974853,1818.545176,-8805.587168
46.374864,2277.967115,-210.568389,-9073.583299
46.377325,1167.697429,-401.994197,-9016.155557
46.379785,1703.689691,976.271621,-8748.159426
46.382245,-95.712904,823.130974,-9265.009107
46.384706,1320.838075,842.273555,-8843.872330
46.387166,1320.838075,-76.570323,-9150.153622
46.389627,516.849682,880.558717,-9092.725880
46.392087,1282.552914,1129.412267,-9284.151688
46.394548,2488.535504,765.703232,-8843.872330
46.397008,-191.425808,-401.994197,-9513.862658
46.399468,1091.127106,918.843878,-8977.870395
46.401929,1665.404530,1167.697429,-8595.018779
46.404389,-631.705166,-57.427742,-9533.005238
46.406850,2813.959378,-95.712904,-9226.723946
46.409310,2124.826469,631.705166,-8920.442653
46.411770,-95.712904,995.414202,-9207.581365
46.414231,1091.127106,-555.134843,-8997.012976
46.416691,1588.834206,-689.132909,-9226.723946
46.419152,1225.125171,459.421939,-9035.298138
46.421612,995.414202,267.996131,-8786.444587
46.424072,1339.980656,-229.710970,-8939.585234
46.426584,784.845813,210.568389,-9111.868461
46.429094,1052.841944,-133.998066,-9169.296203
46.431603,1895.115499,-593.420005,-9073.583299
46.434113,1512.263883,-1033.699363,-9341.579430
46.436623,-114.855485,153.140646,-8863.014910
46.439133,3732.803256,1780.260014,-8729.016845
46.441643,-76.570323,-3005.385186,-9322.436850
46.444153,1244.267752,1761.117434,-8729.016845
46.446663,2392.822600,-918.843878,-8977.870395
46.449173,-306.281293,708.275490,-9418.149754
