#time,accel_x,accel_y,accel_z
103.701932,7105.977043,3552.988522,-65271.336430
103.704495,1480.411884,7846.182985,-67722.842023
103.707058,3552.988522,9918.759623,-66190.651027
103.709620,9178.553681,4293.194464,-63892.364533
103.712183,2072.576638,2960.823768,-68795.375720
103.714745,148.041188,148.041188,-68182.499322
103.717308,9030.512492,4293.194464,-64198.802732
103.719871,5625.565159,9178.553681,-65884.212828
103.722433,3997.112087,740.205942,-66497.089226
103.724996,8734.430116,6661.853478,-64045.583633
103.727558,4441.235652,2812.782580,-65577.774629
103.730121,5773.606348,-1628.453072,-66190.651027
103.732684,5181.441594,-1480.411884,-66497.089226
103.735246,5033.400406,1036.288319,-66037.431928
103.737809,4885.359217,148.041188,-66497.089226
103.740371,888.247130,4293.194464,-68182.499322
103.742934,4145.153275,1332.370696,-66803.527426
103.745497,10362.883188,2664.741391,-63279.488135
103.748059,9918.759623,-1036.288319,-64811.679131
103.750622,9178.553681,3849.070898,-64352.021832
103.753184,5033.400406,592.164754,-64964.898230
103.755747,2664.741391,0.000000,-69101.813920
103.758310,-1184.329507,3997.112087,-68642.156621
103.760872,8142.265362,7402.059420,-64658.460031
103.763435,10066.800811,-36566.173535,-64505.240932
103.765998,12583.501014,-24574.837274,-65271.336430
103.768560,148.041188,10510.924376,-69561.471218
103.771123,2516.700203,9030.512492,-65884.212828
103.773685,8734.430116,-2220.617826,-64658.460031
103.776248,4293.194464,2072.576638,-66650.308326
103.778811,2516.700203,-12879.583391,-67722.842023
103.781373,12435.459826,-14508.036463,-63279.488135
103.783936,5773.606348,-888.247130,-66956.746525
103.786498,4737.318029,-2812.782580,-66497.089226
103.789061,7550.100608,-2812.782580,-65730.993728
103.791618,5477.523971,8438.347739,-66803.527426
103.794175,592.164754,7698.141797,-65577.774629
103.796732,7105.977043,-2072.576638,-65884.212828
103.799289,7402.059420,2664.741391,-68795.375720
103.801846,3701.029710,1036.288319,-67416.403824
103.804403,4885.359217,5477.523971,-64811.679131
103.806960,444.123565,11399.171507,-68335.718422
103.809517,3552.988522,4589.276840,-65271.336430
103.812074,6661.853478,1628.453072,-63892.364533
103.814630,3849.070898,8882.471304,-65424.555529
103.817187,7698.141797,8438.347739,-66956.746525
103.819744,3997.112087,-7402.059420,-66956.746525
103.822301,4145.153275,11695.253884,-64964.898230
103.824858,8142.265362,13027.624579,-63432.707234
103.827415,6957.935855,4885.359217,-66650.308326
103.829972,296.082377,0.000000,-66343.870127
103.832529,-592.164754,2960.823768,-68795.375720
103.835086,14656.077652,-17468.860231,-64811.679131
103.837643,7402.059420,6957.935855,-63432.707234
103.840200,-1184.329507,28571.949361,-68029.280222
103.842757,3997.112087,1184.329507,-66650.308326
103.845314,8882.471304,3108.864956,-64811.679131
103.847871,-1480.411884,-2220.617826,-66956.746525
103.850428,9622.677246,-8882.471304,-65884.212828
103.852985,9030.512492,3108.864956,-66956.746525
103.855542,4441.235652,12139.377449,-67876.061123
103.858099,3404.947333,10214.842000,-65884.212828
103.860656,5773.606348,6661.853478,-64658.460031
103.863212,3256.906145,11399.171507,-66956.746525
103.865769,-2812.782580,4293.194464,-67876.061123
103.868326,10955.047942,4885.359217,-64352.021832
103.870883,5625.565159,1924.535449,-65884.212828
103.873440,-148.041188,-2220.617826,-67876.061123
103.875997,-740.205942,10658.965565,-68029.280222
103.878554,11547.212695,-1924.535449,-62973.049936
103.881111,7402.059420,740.205942,-66037.431928
103.883668,740.205942,18505.148550,-68182.499322
103.886225,1036.288319,-5181.441594,-67109.965625
