#time,accel_x,accel_y,accel_z
204.688356,1933.400661,363.709035,-9245.866526
204.690985,248.853550,306.281293,-9073.583299
204.693614,842.273555,1148.554848,-8767.302006
204.696243,2182.254211,-784.845813,-8786.444587
204.698872,478.564520,172.283227,-9226.723946
204.701500,2986.242605,1205.982590,-9131.011042
204.704129,1703.689691,-133.998066,-9475.577496
204.706758,1607.976787,1014.556782,-8748.159426
204.709387,3311.666478,1110.269686,-8595.018779
204.712016,-382.851616,1359.123237,-9437.292334
204.714644,3024.527766,-363.709035,-8288.737486
204.717273,880.558717,516.849682,-9226.723946
204.719902,727.418070,-76.570323,-9265.009107
204.722531,4804.787781,689.132909,-8020.741355
204.725160,5245.067139,-631.705166,-9379.864592
204.727788,-1646.261949,-3292.523898,-9762.716208
204.730417,-2833.101958,-593.420005,-10164.710405
204.733047,1761.117434,2622.533570,-8135.596840
204.735676,5245.067139,1914.258080,-8135.596840
204.738305,4938.785846,2603.390989,-8805.587168
204.740935,-1301.695494,-976.271621,-10107.282662
204.743564,2967.100024,-555.134843,-8671.589102
204.746194,3598.805190,746.560651,-8518.448456
204.748823,-1320.838075,57.427742,-9207.581365
204.751452,727.418070,1378.265818,-9054.440718
204.754082,4173.082614,267.996131,-8748.159426
204.756711,1780.260014,57.427742,-8977.870395
204.759341,-2660.818731,861.416136,-9801.001370
204.761970,2890.529701,440.279358,-8614.161360
204.764599,3713.660675,1148.554848,-8729.016845
204.767229,2335.394858,440.279358,-9322.436850
204.769858,708.275490,1110.269686,-8997.012976
204.772488,-937.986459,-76.570323,-8729.016845
204.775117,1225.125171,-210.568389,-8767.302006
204.777746,1741.974853,535.992262,-9456.434915
204.780376,1741.974853,1263.410333,-9513.862658
204.783005,2450.250342,440.279358,-8614.161360
204.785635,-2201.396792,-823.130974,-9035.298138
204.788264,-2067.398726,1129.412267,-9647.860723
204.790894,5225.924558,248.853550,-8690.731683
204.793523,2545.963246,1052.841944,-9035.298138
204.796152,-1818.545176,0.000000,-9322.436850
204.798782,-880.558717,-440.279358,-8824.729749
204.801411,2947.957443,823.130974,-9207.581365
204.804041,631.705166,210.568389,-9743.573627
204.806670,899.701298,918.843878,-9092.725880
204.809299,382.851616,95.712904,-8709.874264
204.811929,57.427742,650.847747,-9169.296203
204.814558,-76.570323,-95.712904,-9284.151688
204.817188,2220.539373,248.853550,-9035.298138
204.819818,689.132909,669.990328,-9073.583299
204.822447,-2545.963246,708.275490,-9896.714274
204.825077,-2967.100024,1588.834206,-9341.579430
204.827706,8231.309744,1512.263883,-8116.454259
204.830336,-6585.047795,-1952.543242,-10681.560086
204.832966,1569.691626,2373.680019,-8518.448456
204.835595,3407.379382,2545.963246,-8422.735552
204.838225,-3637.090352,38.285162,-9839.286531
204.840855,1205.982590,593.420005,-8920.442653
204.843484,2794.816797,1110.269686,-8556.733618
204.846114,-3330.809059,-689.132909,-10298.708470
204.848743,650.847747,-133.998066,-9360.722011
204.851373,2545.963246,1052.841944,-8843.872330
204.854003,-574.277424,-1148.554848,-9131.011042
204.856632,-1225.125171,516.849682,-9303.294269
204.859262,2373.680019,0.000000,-8977.870395
204.861892,1761.117434,669.990328,-9379.864592
204.864521,669.990328,210.568389,-9418.149754
204.867151,937.986459,133.998066,-9111.868461
204.869781,2277.967115,440.279358,-8767.302006
204.872410,-1990.828403,-114.855485,-9533.005238
204.875040,-210.568389,918.843878,-8748.159426
204.877669,4594.219392,995.414202,-8595.018779
204.880299,3254.238736,937.986459,-9303.294269
204.882929,0.000000,325.423874,-9245.866526
204.885558,784.845813,535.992262,-8633.303941
204.888188,95.712904,-76.570323,-9341.579430
204.890818,3177.668413,1320.838075,-9092.725880
204.893447,3771.088418,-95.712904,-8767.302006
204.896077,937.986459,535.992262,-8595.018779
204.898706,-2526.820666,-937.986459,-9456.434915
204.901336,2469.392923,708.275490,-9724.431046
204.903966,4115.654872,803.988394,-9150.153622
204.906595,2660.818731,842.273555,-8767.302006
204.909225,2201.396792,803.988394,-8480.163294
204.911855,-2622.533570,-612.562586,-9590.432981
204.914484,3196.810994,803.988394,-8843.872330
204.917114,2373.680019,1435.693560,-9073.583299
204.919744,1799.402595,-267.996131,-9073.583299
204.922369,-2488.535504,937.986459,-9801.001370
204.924995,-2890.529701,1263.410333,-9839.286531
204.927621,7714.460062,3369.094221,-7657.032320
204.930247,899.701298,2641.676150,-8480.163294
204.932873,3694.518094,918.843878,-8882.157491
204.935499,-4153.940034,-823.130974,-10547.562021
204.938125,1607.976787,1454.836141,-8767.302006
204.940751,7025.327154,1875.972918,-7791.030386
204.943377,-459.421939,-210.568389,-9973.284597
204.946003,306.281293,267.996131,-9111.868461
204.948628,4843.072942,191.425808,-7829.315547
204.951254,-459.421939,114.855485,-9265.009107
204.953880,287.138712,382.851616,-9667.003304
204.956506,4555.934230,172.283227,-8346.165229
204.959132,1110.269686,650.847747,-8958.727814
204.961758,1320.838075,267.996131,-8901.300072
204.964384,2852.244539,478.564520,-9207.581365
204.967010,2794.816797,172.283227,-9150.153622
204.969636,842.273555,880.558717,-8997.012976
204.972262,535.992262,191.425808,-8690.731683
204.974887,-38.285162,-95.712904,-8920.442653
204.977513,765.703232,363.709035,-9628.718142
204.980139,3732.803256,957.129040,-9073.583299
204.982765,1856.830338,325.423874,-8824.729749
204.985391,-689.132909,-784.845813,-8920.442653
204.988017,-2354.537438,918.843878,-10011.569758
204.990643,5168.496816,995.414202,-8595.018779
204.993269,2220.539373,344.566454,-8882.157491
204.995895,-2526.820666,823.130974,-9360.722011
204.998521,-306.281293,-229.710970,-8729.016845
205.001147,2029.113565,1320.838075,-9379.864592
205.003772,1339.980656,-344.566454,-9781.858789
205.006398,1493.121302,1052.841944,-8958.727814
205.009024,669.990328,535.992262,-8977.870395
205.011650,-1071.984525,-976.271621,-9092.725880
205.014276,478.564520,0.000000,-9073.583299
205.016902,497.707101,-38.285162,-9418.149754
205.019528,-478.564520,1205.982590,-9245.866526
205.022154,-3732.803256,918.843878,-10107.282662
205.024780,5053.641331,3043.670347,-7963.313613
205.027402,2163.111630,1033.699363,-8767.302006
205.030025,-2584.248408,-689.132909,-10509.276859
205.032648,3943.371645,306.281293,-7982.456194
205.035270,3751.945837,248.853550,-8729.016845
205.037893,-3751.945837,-2163.111630,-9724.431046
205.040516,-4536.791650,-2565.105827,-10298.708470
205.043138,4134.797453,2488.535504,-8805.587168
205.045761,2488.535504,1091.127106,-9303.294269
205.048383,-1263.410333,-746.560651,-9456.434915
205.051006,76.570323,1397.408398,-8997.012976
205.053629,1473.978722,-1148.554848,-8977.870395
205.056251,-823.130974,19.142581,-9552.147819
205.058874,1684.547110,1244.267752,-9092.725880
205.061497,3273.381317,133.998066,-8901.300072
205.064119,-937.986459,-344.566454,-9456.434915
205.066742,382.851616,-95.712904,-8901.300072
205.069365,2852.244539,210.568389,-8461.020714
205.071987,-344.566454,478.564520,-9705.288466
205.074610,3388.236802,-57.427742,-9111.868461
205.077233,4287.938099,669.990328,-8958.727814
205.079855,-899.701298,248.853550,-9360.722011
205.082478,-382.851616,784.845813,-8920.442653
205.085101,3273.381317,38.285162,-8556.733618
205.087723,3388.236802,746.560651,-9552.147819
205.090346,38.285162,593.420005,-9169.296203
205.092969,459.421939,-172.283227,-8518.448456
205.095591,3005.385186,306.281293,-8575.876198
205.098214,1761.117434,861.416136,-9533.005238
205.100836,2220.539373,918.843878,-9513.862658
205.103459,2411.965181,440.279358,-9111.868461
205.106082,2009.970984,-325.423874,-8384.450390
205.108704,-325.423874,1378.265818,-9073.583299
205.111327,2660.818731,1014.556782,-8671.589102
